type,size,algorithm,time_ms,comparisons
prefix_random,1400,msd_radix,3.52247,44242
prefix_random,1400,msd_radix_cutoff,1.63614,46911
prefix_random,1500,quicksort,1.27712,289175
prefix_random,1500,mergesort,1.65723,247641
prefix_random,1500,string_quicksort,0.427364,57796
prefix_random,1500,string_mergesort,1.31622,45020
prefix_random,1500,msd_radix,3.79311,47452
prefix_random,1500,msd_radix_cutoff,2.01973,49549
prefix_random,1600,quicksort,1.38156,304338
prefix_random,1600,mergesort,1.80084,268303
prefix_random,1600,string_quicksort,0.430005,61530
prefix_random,1600,string_mergesort,1.31617,47973
prefix_random,1600,msd_radix,3.95384,50663
prefix_random,1600,msd_radix_cutoff,2.88827,51562
prefix_random,1700,quicksort,1.4698,326719
prefix_random,1700,mergesort,1.89939,289098
prefix_random,1700,string_quicksort,0.477826,66152
prefix_random,1700,string_mergesort,1.40536,52276
prefix_random,1700,msd_radix,4.16864,53885
prefix_random,1700,msd_radix_cutoff,3.53219,54017
prefix_random,1800,quicksort,1.59175,363434
prefix_random,1800,mergesort,1.99973,311040
prefix_random,1800,string_quicksort,0.496632,69981
prefix_random,1800,string_mergesort,1.5382,55167
prefix_random,1800,msd_radix,4.46019,57088
prefix_random,1800,msd_radix_cutoff,4.07272,56710
prefix_random,1900,quicksort,1.76976,395326
prefix_random,1900,mergesort,2.15163,333260
prefix_random,1900,string_quicksort,0.530411,73757
prefix_random,1900,string_mergesort,1.65878,59728
prefix_random,1900,msd_radix,4.77433,60320
prefix_random,1900,msd_radix_cutoff,4.28881,59914
prefix_random,2000,quicksort,1.91924,428022
prefix_random,2000,mergesort,2.34157,353293
prefix_random,2000,string_quicksort,0.608157,81062
prefix_random,2000,string_mergesort,1.756,62606
prefix_random,2000,msd_radix,4.97442,63538
prefix_random,2000,msd_radix_cutoff,4.41041,63139
prefix_random,2100,quicksort,1.96969,438406
prefix_random,2100,mergesort,2.55773,375812
prefix_random,2100,string_quicksort,0.565706,81367
prefix_random,2100,string_mergesort,1.90481,66254
prefix_random,2100,msd_radix,5.21125,66756
prefix_random,2100,msd_radix_cutoff,4.55873,66350
prefix_random,2200,quicksort,2.10018,477618
prefix_random,2200,mergesort,2.55848,398648
prefix_random,2200,string_quicksort,0.621946,86910
prefix_random,2200,string_mergesort,1.90896,67986
prefix_random,2200,msd_radix,5.39654,69970
prefix_random,2200,msd_radix_cutoff,4.80692,69573
prefix_random,2300,quicksort,2.23423,487743
prefix_random,2300,mergesort,2.69599,421160
prefix_random,2300,string_quicksort,0.670604,92276
prefix_random,2300,string_mergesort,2.01727,71756
prefix_random,2300,msd_radix,5.68622,73171
prefix_random,2300,msd_radix_cutoff,5.06948,72784
prefix_random,2400,quicksort,2.42819,538594
prefix_random,2400,mergesort,2.84233,442999
prefix_random,2400,string_quicksort,0.706234,95749
prefix_random,2400,string_mergesort,2.15025,76651
prefix_random,2400,msd_radix,5.89389,76374
prefix_random,2400,msd_radix_cutoff,5.23249,75998
prefix_random,2500,quicksort,2.4404,542387
prefix_random,2500,mergesort,2.99905,469084
prefix_random,2500,string_quicksort,0.726117,99785
prefix_random,2500,string_mergesort,2.21715,80338
prefix_random,2500,msd_radix,6.12076,79597
prefix_random,2500,msd_radix_cutoff,5.40406,79238
prefix_random,2600,quicksort,3.03576,602552
prefix_random,2600,mergesort,3.13482,489580
prefix_random,2600,string_quicksort,0.802326,103631
prefix_random,2600,string_mergesort,2.33355,81834
prefix_random,2600,msd_radix,6.36436,82812
prefix_random,2600,msd_radix_cutoff,5.66928,82456
prefix_random,2700,quicksort,2.7676,613892
prefix_random,2700,mergesort,3.26741,515387
prefix_random,2700,string_quicksort,0.770933,106605
prefix_random,2700,string_mergesort,2.42255,84134
prefix_random,2700,msd_radix,6.52125,86029
prefix_random,2700,msd_radix_cutoff,5.81501,85711
prefix_random,2800,quicksort,2.9578,655174
prefix_random,2800,mergesort,3.43101,539783
prefix_random,2800,string_quicksort,0.792377,109609
prefix_random,2800,string_mergesort,2.49869,87912
prefix_random,2800,msd_radix,6.76813,89239
prefix_random,2800,msd_radix_cutoff,6.03973,88954
prefix_random,2900,quicksort,2.89897,645975
prefix_random,2900,mergesort,3.5519,562761
prefix_random,2900,string_quicksort,0.830706,114885
prefix_random,2900,string_mergesort,2.59906,91338
prefix_random,2900,msd_radix,6.9715,92459
prefix_random,2900,msd_radix_cutoff,6.21021,92204
prefix_random,3000,quicksort,3.16779,714276
prefix_random,3000,mergesort,3.61185,587856
prefix_random,3000,string_quicksort,0.867718,119189
prefix_random,3000,string_mergesort,2.60838,94005
prefix_random,3000,msd_radix,7.06684,95663
prefix_random,3000,msd_radix_cutoff,6.39178,95453
prefix_reverse,100,quicksort,0.065504,16009
prefix_reverse,100,mergesort,0.0642846,9863
prefix_reverse,100,string_quicksort,0.0204284,3445
prefix_reverse,100,string_mergesort,0.0880368,5125
prefix_reverse,100,msd_radix,0.233972,3188
prefix_reverse,100,msd_radix_cutoff,0.204656,3163
prefix_reverse,200,quicksort,0.143659,35368
prefix_reverse,200,mergesort,0.140003,20545
prefix_reverse,200,string_quicksort,0.0429964,7071
prefix_reverse,200,string_mergesort,0.191961,10213
prefix_reverse,200,msd_radix,0.501266,6375
prefix_reverse,200,msd_radix_cutoff,0.326081,6389
prefix_reverse,300,quicksort,0.23127,56445
prefix_reverse,300,mergesort,0.228411,32617
prefix_reverse,300,string_quicksort,0.0661956,10744
prefix_reverse,300,string_mergesort,0.303415,17174
prefix_reverse,300,msd_radix,0.689547,9568
prefix_reverse,300,msd_radix_cutoff,0.577728,9504
prefix_reverse,400,quicksort,0.310158,74552
prefix_reverse,400,mergesort,0.33339,43877
prefix_reverse,400,string_quicksort,0.0898438,14424
prefix_reverse,400,string_mergesort,0.436617,20699
prefix_reverse,400,msd_radix,0.9306,12763
prefix_reverse,400,msd_radix_cutoff,0.945104,12676
prefix_reverse,500,quicksort,0.388702,91275
prefix_reverse,500,mergesort,0.397704,56499
prefix_reverse,500,string_quicksort,0.11988,18051
prefix_reverse,500,string_mergesort,0.523106,29194
prefix_reverse,500,msd_radix,1.23403,15952
prefix_reverse,500,msd_radix_cutoff,1.04472,15951
prefix_reverse,600,quicksort,0.480151,116414
prefix_reverse,600,mergesort,0.441907,65377
prefix_reverse,600,string_quicksort,0.135592,21963
prefix_reverse,600,string_mergesort,0.596025,34303
prefix_reverse,600,msd_radix,1.47283,19142
prefix_reverse,600,msd_radix_cutoff,1.23739,19028
prefix_reverse,700,quicksort,0.530294,133749
prefix_reverse,700,mergesort,0.560966,79437
prefix_reverse,700,string_quicksort,0.160251,25748
prefix_reverse,700,string_mergesort,0.719615,37606
prefix_reverse,700,msd_radix,1.63151,22329
prefix_reverse,700,msd_radix_cutoff,1.33882,22433
prefix_reverse,800,quicksort,0.611126,153937
prefix_reverse,800,mergesort,0.599691,88132
prefix_reverse,800,string_quicksort,0.176223,29629
prefix_reverse,800,string_mergesort,0.750574,41429
prefix_reverse,800,msd_radix,1.94245,25513
prefix_reverse,800,msd_radix_cutoff,1.55951,25410
prefix_reverse,900,quicksort,0.691682,173160
prefix_reverse,900,mergesort,0.743294,103834
prefix_reverse,900,string_quicksort,0.212609,33551
prefix_reverse,900,string_mergesort,0.890074,47780
prefix_reverse,900,msd_radix,2.06739,28700
prefix_reverse,900,msd_radix_cutoff,1.76418,28484
prefix_reverse,1000,quicksort,0.788411,191465
prefix_reverse,1000,mergesort,0.809515,115029
prefix_reverse,1000,string_quicksort,0.224294,36726
prefix_reverse,1000,string_mergesort,1.08037,58533
prefix_reverse,1000,msd_radix,2.34029,31884
prefix_reverse,1000,msd_radix_cutoff,2.1193,31670
prefix_reverse,1100,quicksort,0.844289,207021
prefix_reverse,1100,mergesort,0.846252,122554
prefix_reverse,1100,string_quicksort,0.239393,40658
prefix_reverse,1100,string_mergesort,1.20462,65153
prefix_reverse,1100,msd_radix,2.6491,35071
prefix_reverse,1100,msd_radix_cutoff,2.36817,34832
prefix_reverse,1200,quicksort,0.912521,233039
prefix_reverse,1200,mergesort,0.923983,135174
prefix_reverse,1200,string_quicksort,0.271912,44516
prefix_reverse,1200,string_mergesort,1.222,68262
prefix_reverse,1200,msd_radix,2.95186,38261
prefix_reverse,1200,msd_radix_cutoff,2.47496,37995
prefix_reverse,1300,quicksort,1.09741,254893
prefix_reverse,1300,mergesort,1.02228,148210
prefix_reverse,1300,string_quicksort,0.289464,48292
prefix_reverse,1300,string_mergesort,1.27901,71964
prefix_reverse,1300,msd_radix,2.99462,41458
prefix_reverse,1300,msd_radix_cutoff,2.69497,41190
prefix_reverse,1400,quicksort,1.15396,270837
prefix_reverse,1400,mergesort,1.13789,160445
prefix_reverse,1400,string_quicksort,0.329039,52261
prefix_reverse,1400,string_mergesort,1.42712,74941
prefix_reverse,1400,msd_radix,3.25886,44646
prefix_reverse,1400,msd_radix_cutoff,2.80624,44465
prefix_reverse,1500,quicksort,1.23108,291107
prefix_reverse,1500,mergesort,1.22432,172214
prefix_reverse,1500,string_quicksort,0.374222,56234
prefix_reverse,1500,string_mergesort,1.56811,78171
prefix_reverse,1500,msd_radix,3.53035,47839
prefix_reverse,1500,msd_radix_cutoff,3.11319,47541
prefix_reverse,1600,quicksort,1.26628,313861
prefix_reverse,1600,mergesort,1.31721,184192
prefix_reverse,1600,string_quicksort,0.482365,60218
prefix_reverse,1600,string_mergesort,1.61379,83058
prefix_reverse,1600,msd_radix,3.75814,51032
prefix_reverse,1600,msd_radix_cutoff,3.37416,50718
prefix_reverse,1700,quicksort,1.43094,328703
prefix_reverse,1700,mergesort,1.4363,195352
prefix_reverse,1700,string_quicksort,0.429972,63942
prefix_reverse,1700,string_mergesort,1.75214,89135
prefix_reverse,1700,msd_radix,4.12905,54217
prefix_reverse,1700,msd_radix_cutoff,3.60804,53924
prefix_reverse,1800,quicksort,1.45667,355177
prefix_reverse,1800,mergesort,1.60868,211640
prefix_reverse,1800,string_quicksort,0.433623,67530
prefix_reverse,1800,string_mergesort,1.87366,95661
prefix_reverse,1800,msd_radix,4.27022,57410
prefix_reverse,1800,msd_radix_cutoff,3.85234,57047
prefix_reverse,1900,quicksort,1.59908,370159
prefix_reverse,1900,mergesort,1.5404,224716
prefix_reverse,1900,string_quicksort,0.426099,71374
prefix_reverse,1900,string_mergesort,1.91038,104905
prefix_reverse,1900,msd_radix,4.71331,60601
prefix_reverse,1900,msd_radix_cutoff,3.87271,60215
prefix_reverse,2000,quicksort,1.64009,388485
prefix_reverse,2000,mergesort,1.7092,234425
prefix_reverse,2000,string_quicksort,0.490726,76911
prefix_reverse,2000,string_mergesort,2.21766,116927
prefix_reverse,2000,msd_radix,4.67731,63791
prefix_reverse,2000,msd_radix_cutoff,4.03985,63380
prefix_reverse,2100,quicksort,1.64454,410378
prefix_reverse,2100,mergesort,1.89626,250486
prefix_reverse,2100,string_quicksort,0.478219,79176
prefix_reverse,2100,string_mergesort,2.23382,127573
prefix_reverse,2100,msd_radix,4.94827,66981
prefix_reverse,2100,msd_radix_cutoff,4.45031,66539
prefix_reverse,2200,quicksort,1.82832,425173
prefix_reverse,2200,mergesort,1.90398,255918
prefix_reverse,2200,string_quicksort,0.529575,83172
prefix_reverse,2200,string_mergesort,2.51343,130616
prefix_reverse,2200,msd_radix,5.26219,70165
prefix_reverse,2200,msd_radix_cutoff,4.67364,69700
prefix_reverse,2300,quicksort,1.94814,447571
prefix_reverse,2300,mergesort,1.96817,261584
prefix_reverse,2300,string_quicksort,0.531727,87136
prefix_reverse,2300,string_mergesort,2.41966,133857
prefix_reverse,2300,msd_radix,5.35332,73349
prefix_reverse,2300,msd_radix_cutoff,4.77325,72919
prefix_reverse,2400,quicksort,2.02268,477876
prefix_reverse,2400,mergesort,2.02067,273038
prefix_reverse,2400,string_quicksort,0.595281,91270
prefix_reverse,2400,string_mergesort,2.62855,137320
prefix_reverse,2400,msd_radix,5.76217,76542
prefix_reverse,2400,msd_radix_cutoff,5.10088,76029
prefix_reverse,2500,quicksort,2.11113,490923
prefix_reverse,2500,mergesort,2.15487,290358
prefix_reverse,2500,string_quicksort,0.610429,95140
prefix_reverse,2500,string_mergesort,2.73497,140519
prefix_reverse,2500,msd_radix,6.04354,79734
prefix_reverse,2500,msd_radix_cutoff,5.39084,79199
prefix_reverse,2600,quicksort,2.1043,514134
prefix_reverse,2600,mergesort,2.29776,297980
prefix_reverse,2600,string_quicksort,0.640914,99287
prefix_reverse,2600,string_mergesort,2.80517,143866
prefix_reverse,2600,msd_radix,6.31739,82919
prefix_reverse,2600,msd_radix_cutoff,5.53627,82403
prefix_reverse,2700,quicksort,2.46422,536618
prefix_reverse,2700,mergesort,2.35203,314586
prefix_reverse,2700,string_quicksort,0.628775,103701
prefix_reverse,2700,string_mergesort,3.461,147140
prefix_reverse,2700,msd_radix,7.91403,86112
prefix_reverse,2700,msd_radix_cutoff,6.05562,85523
prefix_reverse,2800,quicksort,2.32601,547114
prefix_reverse,2800,mergesort,2.41317,323132
prefix_reverse,2800,string_quicksort,0.688049,106378
prefix_reverse,2800,string_mergesort,2.98538,150010
prefix_reverse,2800,msd_radix,6.84959,89295
prefix_reverse,2800,msd_radix_cutoff,6.04704,88685
prefix_reverse,2900,quicksort,2.54001,573966
prefix_reverse,2900,mergesort,2.54043,339120
prefix_reverse,2900,string_quicksort,0.720402,110892
prefix_reverse,2900,string_mergesort,3.07689,152990
prefix_reverse,2900,msd_radix,7.10013,92478
prefix_reverse,2900,msd_radix_cutoff,6.1119,91993
prefix_reverse,3000,quicksort,2.53449,587073
prefix_reverse,3000,mergesort,2.65298,348357
prefix_reverse,3000,string_quicksort,0.75635,114414
prefix_reverse,3000,string_mergesort,3.13798,156187
prefix_reverse,3000,msd_radix,7.28676,95663
prefix_reverse,3000,msd_radix_cutoff,6.43511,95009
prefix_nearly,100,quicksort,0.0615164,14892
prefix_nearly,100,mergesort,0.0660672,11026
prefix_nearly,100,string_quicksort,0.0209128,3430
prefix_nearly,100,string_mergesort,0.0930954,5109
prefix_nearly,100,msd_radix,0.24562,3155
prefix_nearly,100,msd_radix_cutoff,0.201848,3133
prefix_nearly,200,quicksort,0.123252,32384
prefix_nearly,200,mergesort,0.137044,24764
prefix_nearly,200,string_quicksort,0.0398932,6979
prefix_nearly,200,string_mergesort,0.193668,10338
prefix_nearly,200,msd_radix,0.474927,6308
prefix_nearly,200,msd_radix_cutoff,0.28421,6395
prefix_nearly,300,quicksort,0.198404,51860
prefix_nearly,300,mergesort,0.282917,39783
prefix_nearly,300,string_quicksort,0.0697222,10694
prefix_nearly,300,string_mergesort,0.294825,16798
prefix_nearly,300,msd_radix,0.722158,9458
prefix_nearly,300,msd_radix_cutoff,0.596186,9376
prefix_nearly,400,quicksort,0.302013,68471
prefix_nearly,400,mergesort,0.336008,48785
prefix_nearly,400,string_quicksort,0.0900164,14160
prefix_nearly,400,string_mergesort,0.394307,20686
prefix_nearly,400,msd_radix,0.971241,12592
prefix_nearly,400,msd_radix_cutoff,0.827993,12504
prefix_nearly,500,quicksort,0.344277,85513
prefix_nearly,500,mergesort,0.401163,61121
prefix_nearly,500,string_quicksort,0.108509,17809
prefix_nearly,500,string_mergesort,0.504762,28512
prefix_nearly,500,msd_radix,1.17254,15779
prefix_nearly,500,msd_radix_cutoff,0.862526,15789
prefix_nearly,600,quicksort,0.466983,108706
prefix_nearly,600,mergesort,0.529448,77764
prefix_nearly,600,string_quicksort,0.141349,21667
prefix_nearly,600,string_mergesort,0.693901,33486
prefix_nearly,600,msd_radix,1.43142,18968
prefix_nearly,600,msd_radix_cutoff,1.15768,18825
prefix_nearly,700,quicksort,0.536837,124266
prefix_nearly,700,mergesort,0.614344,91713
prefix_nearly,700,string_quicksort,0.147872,25324
prefix_nearly,700,string_mergesort,0.676171,36766
prefix_nearly,700,msd_radix,1.63257,22163
prefix_nearly,700,msd_radix_cutoff,1.5325,21992
prefix_nearly,800,quicksort,0.592054,142136
prefix_nearly,800,mergesort,0.712052,106536
prefix_nearly,800,string_quicksort,0.191579,28968
prefix_nearly,800,string_mergesort,0.854853,41195
prefix_nearly,800,msd_radix,2.09224,25317
prefix_nearly,800,msd_radix_cutoff,1.54399,25343
prefix_nearly,900,quicksort,0.627942,159384
prefix_nearly,900,mergesort,0.728771,118470
prefix_nearly,900,string_quicksort,0.204877,32794
prefix_nearly,900,string_mergesort,0.911519,47679
prefix_nearly,900,msd_radix,2.11062,28501
prefix_nearly,900,msd_radix_cutoff,1.82296,28321
prefix_nearly,1000,quicksort,0.762885,178742
prefix_nearly,1000,mergesort,0.863121,128474
prefix_nearly,1000,string_quicksort,0.237213,36443
prefix_nearly,1000,string_mergesort,1.04603,57376
prefix_nearly,1000,msd_radix,2.31656,31658
prefix_nearly,1000,msd_radix_cutoff,2.05724,31418
prefix_nearly,1100,quicksort,0.790627,195808
prefix_nearly,1100,mergesort,0.930195,145320
prefix_nearly,1100,string_quicksort,0.250321,40280
prefix_nearly,1100,string_mergesort,1.18645,64051
prefix_nearly,1100,msd_radix,2.57486,34850
prefix_nearly,1100,msd_radix_cutoff,2.37509,34585
prefix_nearly,1200,quicksort,0.87097,221636
prefix_nearly,1200,mergesort,0.99406,159144
prefix_nearly,1200,string_quicksort,0.274976,44554
prefix_nearly,1200,string_mergesort,1.21348,67818
prefix_nearly,1200,msd_radix,2.81558,38041
prefix_nearly,1200,msd_radix_cutoff,2.43896,37742
prefix_nearly,1300,quicksort,1.0008,233971
prefix_nearly,1300,mergesort,1.16244,172546
prefix_nearly,1300,string_quicksort,0.304782,48451
prefix_nearly,1300,string_mergesort,1.31617,71108
prefix_nearly,1300,msd_radix,3.02188,41233
prefix_nearly,1300,msd_radix_cutoff,2.85976,40919
prefix_nearly,1400,quicksort,1.08242,254427
prefix_nearly,1400,mergesort,1.28384,190265
prefix_nearly,1400,string_quicksort,0.32157,52327
prefix_nearly,1400,string_mergesort,1.33351,74425
prefix_nearly,1400,msd_radix,3.16577,44420
prefix_nearly,1400,msd_radix_cutoff,2.66682,44235
prefix_nearly,1500,quicksort,1.15363,273876
prefix_nearly,1500,mergesort,1.34482,201086
prefix_nearly,1500,string_quicksort,0.362514,55975
prefix_nearly,1500,string_mergesort,1.4858,77750
prefix_nearly,1500,msd_radix,3.51825,47641
prefix_nearly,1500,msd_radix_cutoff,3.13583,47267
prefix_nearly,1600,quicksort,1.19453,292868
prefix_nearly,1600,mergesort,1.48657,212337
prefix_nearly,1600,string_quicksort,0.359879,59911
prefix_nearly,1600,string_mergesort,1.67626,83064
prefix_nearly,1600,msd_radix,3.77193,50834
prefix_nearly,1600,msd_radix_cutoff,3.41476,50479
prefix_nearly,1700,quicksort,1.28809,312897
prefix_nearly,1700,mergesort,1.59527,234025
prefix_nearly,1700,string_quicksort,0.410163,63694
prefix_nearly,1700,string_mergesort,1.65461,88892
prefix_nearly,1700,msd_radix,4.06072,54080
prefix_nearly,1700,msd_radix_cutoff,3.40527,53809
prefix_nearly,1800,quicksort,1.48482,339845
prefix_nearly,1800,mergesort,1.67369,244890
prefix_nearly,1800,string_quicksort,0.428405,67581
prefix_nearly,1800,string_mergesort,1.84073,95882
prefix_nearly,1800,msd_radix,4.26303,57277
prefix_nearly,1800,msd_radix_cutoff,3.8968,56861
prefix_nearly,1900,quicksort,1.65374,370853
prefix_nearly,1900,mergesort,1.82768,258036
prefix_nearly,1900,string_quicksort,0.607073,71537
prefix_nearly,1900,string_mergesort,1.95881,104440
prefix_nearly,1900,msd_radix,4.54693,60470
prefix_nearly,1900,msd_radix_cutoff,4.07404,60065
prefix_nearly,2000,quicksort,1.70007,390689
prefix_nearly,2000,mergesort,1.80944,270738
prefix_nearly,2000,string_quicksort,0.484554,75543
prefix_nearly,2000,string_mergesort,2.18797,115700
prefix_nearly,2000,msd_radix,4.7955,63686
prefix_nearly,2000,msd_radix_cutoff,4.2465,63260
prefix_nearly,2100,quicksort,1.67863,412514
prefix_nearly,2100,mergesort,2.31736,283477
prefix_nearly,2100,string_quicksort,0.477689,79229
prefix_nearly,2100,string_mergesort,2.42722,125173
prefix_nearly,2100,msd_radix,4.97539,66870
prefix_nearly,2100,msd_radix_cutoff,4.41742,66421
prefix_nearly,2200,quicksort,1.73791,431125
prefix_nearly,2200,mergesort,1.9257,303209
prefix_nearly,2200,string_quicksort,0.528507,83264
prefix_nearly,2200,string_mergesort,2.45185,128728
prefix_nearly,2200,msd_radix,5.20927,70087
prefix_nearly,2200,msd_radix_cutoff,4.6422,69613
prefix_nearly,2300,quicksort,2.01519,461921
prefix_nearly,2300,mergesort,2.20084,327806
prefix_nearly,2300,string_quicksort,0.565002,86917
prefix_nearly,2300,string_mergesort,2.53572,132782
prefix_nearly,2300,msd_radix,5.34825,73272
prefix_nearly,2300,msd_radix_cutoff,4.64341,73003
prefix_nearly,2400,quicksort,1.96596,485072
prefix_nearly,2400,mergesort,2.29615,335596
prefix_nearly,2400,string_quicksort,0.586579,91371
prefix_nearly,2400,string_mergesort,2.58779,136409
prefix_nearly,2400,msd_radix,5.68382,76487
prefix_nearly,2400,msd_radix_cutoff,5.10842,76012
prefix_nearly,2500,quicksort,2.14601,496589
prefix_nearly,2500,mergesort,2.3913,350849
prefix_nearly,2500,string_quicksort,0.61259,95298
prefix_nearly,2500,string_mergesort,2.69096,139262
prefix_nearly,2500,msd_radix,5.72118,79680
prefix_nearly,2500,msd_radix_cutoff,5.15485,79151
prefix_nearly,2600,quicksort,2.30557,525865
prefix_nearly,2600,mergesort,2.47744,369410
prefix_nearly,2600,string_quicksort,0.727477,99343
prefix_nearly,2600,string_mergesort,2.79937,142776
prefix_nearly,2600,msd_radix,6.01287,82900
prefix_nearly,2600,msd_radix_cutoff,5.22213,82457
prefix_nearly,2700,quicksort,2.4293,555507
prefix_nearly,2700,mergesort,2.61986,391851
prefix_nearly,2700,string_quicksort,0.678341,103404
prefix_nearly,2700,string_mergesort,2.9003,146320
prefix_nearly,2700,msd_radix,6.68962,86094
prefix_nearly,2700,msd_radix_cutoff,5.66657,85510
prefix_nearly,2800,quicksort,2.47543,575252
prefix_nearly,2800,mergesort,2.55853,403261
prefix_nearly,2800,string_quicksort,0.649047,107431
prefix_nearly,2800,string_mergesort,2.76305,149261
prefix_nearly,2800,msd_radix,6.49046,89287
prefix_nearly,2800,msd_radix_cutoff,5.85026,88703
prefix_nearly,2900,quicksort,2.63518,603794
prefix_nearly,2900,mergesort,2.79554,418143
prefix_nearly,2900,string_quicksort,0.722302,111144
prefix_nearly,2900,string_mergesort,3.04442,152864
prefix_nearly,2900,msd_radix,6.87858,92473
prefix_nearly,2900,msd_radix_cutoff,6.08776,92009
prefix_nearly,3000,quicksort,2.59352,608887
prefix_nearly,3000,mergesort,2.83872,420812
prefix_nearly,3000,string_quicksort,0.758236,115328
prefix_nearly,3000,string_mergesort,3.15627,156209
prefix_nearly,3000,msd_radix,7.13289,95663
prefix_nearly,3000,msd_radix_cutoff,6.27872,95042
